event,place,team,name,time,is_prelims,meet,year,location
200 Breast Men,12,Yale,Tristan Furnary,119.64,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,13,Yale,Sam Pekarek,119.68,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,14,Princeton,Corey Lau,120.61,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,15,Penn,Colin McHugh,121.52,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,16,Cornell,James Goodman,121.96,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,17,Cornell,Owen Downs,119.63,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,18,Dartmouth,Iain Edmunson,121.6,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,19,Princeton,Tyler Lin,121.71,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,20,Dartmouth,Delaney Hall,121.85,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,21,Columbia,Jia Hao Ng,122.05,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,22,Princeton,Charles Leibson,122.14,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,23,Penn,Christopher Schaffer,123.48,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,24,Columbia,Eric Tong,126.02,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,1,Columbia,Zachary Thomas,115.9,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,2,Cornell,Ilya Evdokimov,116.83,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,3,Harvard,Daniel Chang,117.07,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,4,Columbia,Jack Smith,117.1,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,5,Yale,Jonathan Rutter,117.17,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,6,Columbia,Jae Park,117.28,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,7,Penn,Mark Andrew,117.98,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,8,Penn,Boris Yang,118.0,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,9,Yale,Dorje Wu,118.04,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,10,Penn,Colin McHugh,118.8,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,11,Cornell,Ryan Brown,118.83,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,12,Yale,Derek Kao,119.59,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,13,Yale,Sam Pekarek,119.71,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,14,Yale,Tristan Furnary,120.56,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,15,Princeton,Corey Lau,120.89,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,16,Cornell,James Goodman,121.05,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,17,Princeton,Tyler Lin,121.17,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,18,Cornell,Owen Downs,121.25,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,19,Princeton,Charles Leibson,122.42,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,20,Columbia,Jia Hao Ng,122.65,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,21,Penn,Christopher Schaffer,123.09,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,22,Dartmouth,Delaney Hall,123.19,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,23,Dartmouth,Iain Edmunson,123.21,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,24,Columbia,Eric Tong,125.23,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Breast Men,25,Dartmouth,Patrick Kang,128.69,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,1,Princeton,Zachary Buerger,103.56,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,2,Princeton,William Buese,103.73,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,3,Columbia,Shane Brett,104.37,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,4,Princeton,Corey Okubo,104.66,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,5,Columbia,Zac Pear,105.15,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,6,Yale,Patrick Frith,106.13,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,7,Penn,Sean Lee,106.31,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,8,Harvard,Eric Whisenant,110.27,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,9,Dartmouth,Connor LaMastra,106.84,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,10,Yale,Duncan Lee,108.81,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,11,Penn,Jack McCaghren,108.86,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,12,Cornell,Vincent Declercq,108.95,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,13,Cornell,Min Zhi Chua,109.09,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,14,Yale,William Drexler,109.36,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,15,Penn,Emilio DeSomma,109.54,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,16,Cornell,Ian Russiello,114.77,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,17,Dartmouth,Robert Purvis,109.49,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,18,Dartmouth,Matthew Luciano,110.23,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,19,Yale,Jonathan Liao,110.5,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,20,Columbia,William Tan,112.07,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,21,Dartmouth,John Hall,114.64,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,22,Dartmouth,Brett Seeley-Hacker,115.02,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,1,Princeton,Zachary Buerger,104.31,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,2,Princeton,William Buese,104.42,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,3,Princeton,Corey Okubo,105.16,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,4,Columbia,Zac Pear,105.52,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,5,Penn,Sean Lee,106.03,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,6,Columbia,Shane Brett,106.22,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,7,Yale,Patrick Frith,106.38,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,8,Harvard,Eric Whisenant,107.79,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,9,Dartmouth,Connor LaMastra,107.84,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,10,Yale,William Drexler,108.02,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,11,Penn,Jack McCaghren,108.24,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,12,Penn,Emilio DeSomma,108.35,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,13,Cornell,Ian Russiello,108.48,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,14,Yale,Duncan Lee,108.85,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,15,Cornell,Vincent Declercq,109.31,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,16,Cornell,Min Zhi Chua,109.52,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,17,Dartmouth,Matthew Luciano,110.47,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,18,Dartmouth,Robert Purvis,111.28,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,19,Columbia,William Tan,111.31,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,20,Yale,Jonathan Liao,111.46,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,21,Dartmouth,John Hall,114.56,True,Ivy League Championships (M),2018,"Princeton, Nj"
200 Fly Men,22,Dartmouth,Brett Seeley-Hacker,117.96,True,Ivy League Championships (M),2018,"Princeton, Nj"
400 Free Relay Men,1,Harvard,Harvard,171.43,False,Ivy League Championships (M),2018,"Princeton, Nj"
400 Free Relay Men,2,Yale,Yale,172.69,False,Ivy League Championships (M),2018,"Princeton, Nj"
400 Free Relay Men,3,Princeton,Princeton,173.29,False,Ivy League Championships (M),2018,"Princeton, Nj"
400 Free Relay Men,4,Penn,Penn,174.64,False,Ivy League Championships (M),2018,"Princeton, Nj"
400 Free Relay Men,5,Columbia,Columbia,176.3,False,Ivy League Championships (M),2018,"Princeton, Nj"
400 Free Relay Men,6,Cornell,Cornell,178.67,False,Ivy League Championships (M),2018,"Princeton, Nj"
400 Free Relay Men,7,Dartmouth,Dartmouth,179.87,False,Ivy League Championships (M),2018,"Princeton, Nj"
200 Medley Relay Women,1,Yale,Yale,97.3,False,Ivy League Championships (W),2018,"Boston, Ma"
200 Medley Relay Women,2,Princeton,Princeton,99.29,False,Ivy League Championships (W),2018,"Boston, Ma"
200 Medley Relay Women,3,Harvard,Harvard,99.74,False,Ivy League Championships (W),2018,"Boston, Ma"
200 Medley Relay Women,4,Columbia,Columbia,99.86,False,Ivy League Championships (W),2018,"Boston, Ma"
200 Medley Relay Women,5,Brown,Brown,100.98,False,Ivy League Championships (W),2018,"Boston, Ma"
200 Medley Relay Women,6,Cornell,Cornell,101.76,False,Ivy League Championships (W),2018,"Boston, Ma"
200 Medley Relay Women,7,Penn,Penn,101.92,False,Ivy League Championships (W),2018,"Boston, Ma"
200 Medley Relay Women,8,Dartmouth,Dartmouth,103.11,False,Ivy League Championships (W),2018,"Boston, Ma"
800 Free Relay Women,1,Harvard,Harvard,425.06,False,Ivy League Championships (W),2018,"Boston, Ma"
800 Free Relay Women,2,Princeton,Princeton,428.58,False,Ivy League Championships (W),2018,"Boston, Ma"
800 Free Relay Women,3,Yale,Yale,432.51,False,Ivy League Championships (W),2018,"Boston, Ma"
800 Free Relay Women,4,Brown,Brown,433.49,False,Ivy League Championships (W),2018,"Boston, Ma"
800 Free Relay Women,5,Penn,Penn,435.45,False,Ivy League Championships (W),2018,"Boston, Ma"
800 Free Relay Women,6,Columbia,Columbia,438.62,False,Ivy League Championships (W),2018,"Boston, Ma"
800 Free Relay Women,7,Dartmouth,Dartmouth,442.81,False,Ivy League Championships (W),2018,"Boston, Ma"
800 Free Relay Women,8,Cornell,Cornell,445.27,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,1,Penn,Virginia Burns,283.42,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,2,Harvard,Michelle Owens,286.25,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,3,Yale,Kendall Brent,287.35,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,4,Yale,Cailley Silbert,287.44,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,5,Yale,Sophie Fontaine,288.0,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,6,Harvard,Kennidy Quist,288.03,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,7,Penn,Madison Visco,291.76,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,8,Princeton,Monica McGrath,293.36,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,9,Princeton,Corrigan McIlmail,288.37,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,10,Harvard,Sonia Wang,288.96,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,11,Harvard,Claire Pinson,289.89,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,12,Yale,Danielle Liu,291.95,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,13,Penn,Ryan Alexander,292.94,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,14,Penn,Grace Ferry,293.71,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,15,Penn,Kaitlin Stearns,293.87,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,16,Harvard,Regan Kology,294.98,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,17,Princeton,Courtney Tseng,289.83,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,18,Yale,Nathalie Eid,289.97,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,19,Cornell,Micaela Luders,292.54,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,20,Brown,Tatiana Prendella,293.37,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,21,Dartmouth,Hayley Winter,295.01,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,22,Columbia,Helen Wojdylo,295.91,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,23,Princeton,Lauren McGrath,297.28,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,24,Brown,Jackie Karpowicz,300.38,False,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,1,Penn,Virginia Burns,285.92,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,2,Yale,Kendall Brent,287.49,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,3,Penn,Madison Visco,288.16,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,4,Yale,Cailley Silbert,288.45,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,5,Harvard,Kennidy Quist,289.39,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,6,Harvard,Michelle Owens,289.41,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,7,Yale,Sophie Fontaine,289.89,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,8,Princeton,Monica McGrath,290.41,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,9,Harvard,Claire Pinson,290.56,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,10,Princeton,Corrigan McIlmail,290.98,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,11,Yale,Danielle Liu,292.02,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,12,Penn,Ryan Alexander,292.07,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,13,Harvard,Sonia Wang,292.16,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,14,Penn,Kaitlin Stearns,292.38,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,15,Penn,Grace Ferry,293.02,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,17,Brown,Tatiana Prendella,293.05,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,16,Harvard,Regan Kology,293.05,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,18,Yale,Nathalie Eid,293.58,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,19,Dartmouth,Hayley Winter,294.99,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,20,Columbia,Helen Wojdylo,295.07,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,21,Cornell,Micaela Luders,295.2,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,22,Princeton,Lauren McGrath,295.86,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,23,Princeton,Courtney Tseng,295.89,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,24,Brown,Jackie Karpowicz,296.05,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,25,Penn,Erin Kiely,296.27,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,26,Brown,Julia Armitage,297.74,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,27,Cornell,Annaklara Doel,298.17,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,28,Columbia,Clare MacNamara,299.7,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,29,Cornell,Sophia Cherkez,299.73,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,30,Dartmouth,Laura Barthold,299.89,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,31,Columbia,Allyssa Phelps,300.33,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,32,Columbia,Kasia Malendowicz,303.1,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,33,Brown,Kendall Crawford,303.26,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,34,Cornell,Elizabeth Thayer,304.19,True,Ivy League Championships (W),2018,"Boston, Ma"
500 Free Women,35,Cornell,Hannah James,308.47,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,1,Harvard,Geordie Enoch,119.67,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,2,Harvard,Meagan Popp,119.9,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,3,Princeton,Joanna Curry,120.14,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,4,Yale,Destiny Nelson,120.44,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,5,Princeton,Isabel Reis,120.58,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,6,Cornell,Sarah Baturka,122.14,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,7,Princeton,Lindsay Temple,122.69,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,8,Princeton,Regan Barney,122.77,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,9,Yale,Lili Margitai,120.45,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,10,Yale,Bebe Thompson,121.09,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,11,Princeton,Christie Chong,121.33,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,12,Brown,Han Nguyen,122.11,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,13,Cornell,Helen Hsu,123.15,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,14,Princeton,Jenny Ma,123.29,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,15,Yale,Cate Sawkins,123.59,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,16,Columbia,Jessica Antiles,123.97,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,17,Yale,Cha O'Leary,122.83,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,18,Columbia,Jessica He,123.35,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,19,Dartmouth,Mackenzie Stumpf,123.62,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,20,Princeton,Alisabeth Marsteller,124.19,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,21,Yale,Pauline Kaminski,124.23,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,22,Penn,Carter Orth,124.43,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,23,Princeton,Stephanie Nelson,124.94,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,24,Cornell,Cape Murch Elliot,125.28,False,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,1,Harvard,Meagan Popp,119.55,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,2,Princeton,Joanna Curry,119.87,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,3,Princeton,Isabel Reis,120.0,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,4,Harvard,Geordie Enoch,120.08,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,5,Yale,Destiny Nelson,120.83,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,6,Princeton,Regan Barney,121.23,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,7,Cornell,Sarah Baturka,121.37,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,8,Princeton,Lindsay Temple,121.87,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,9,Princeton,Christie Chong,121.92,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,10,Columbia,Jessica Antiles,122.32,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,11,Yale,Lili Margitai,122.36,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,12,Cornell,Helen Hsu,122.61,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,12,Yale,Bebe Thompson,122.61,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,14,Brown,Han Nguyen,123.21,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,15,Princeton,Jenny Ma,123.71,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,16,Yale,Cate Sawkins,123.84,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,17,Columbia,Jessica He,123.89,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,18,Penn,Carter Orth,124.13,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,19,Dartmouth,Mackenzie Stumpf,124.15,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,20,Princeton,Alisabeth Marsteller,124.23,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,21,Princeton,Stephanie Nelson,124.45,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,22,Yale,Cha O'Leary,124.53,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,23,Cornell,Cape Murch Elliot,124.8,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,24,Yale,Pauline Kaminski,124.99,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,25,Columbia,Julia Samson,125.02,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,26,Penn,Nancy Hu,125.1,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,27,Dartmouth,Summer Martin,125.21,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,28,Princeton,Shaelyn Choi,125.49,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,28,Brown,Sarah Welch,125.49,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,30,Dartmouth,Maggie Deppe-Walker,125.73,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,31,Harvard,Jaycee Yegher,126.19,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,32,Columbia,Nicole Papsco,126.24,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,33,Dartmouth,Alexandra Hunter,126.34,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,34,Dartmouth,Melanya Zaraska,126.41,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,35,Columbia,Lisa Zhang,127.09,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,36,Cornell,Jordan Silbert,127.45,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,37,Columbia,Jamie Lee,129.05,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,38,Cornell,Hana Brett,131.04,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,39,Dartmouth,Kenna Van Steyn,131.9,True,Ivy League Championships (W),2018,"Boston, Ma"
200 IM Women,40,Columbia,Olivia Berridge,132.46,True,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,1,Yale,Isabella Hindley,22.40,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,2,Princeton,Madelyn Veith,22.83,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,3,Harvard,Mei Colby,22.84,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,4,Harvard,Ingrid Wall,22.94,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,5,Brown,Maddie Salesky,22.98,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,6,Columbia,Mary Ashby,23.05,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,7,Penn,Biwen Yang,23.19,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,8,Harvard,Jerrica Li,23.24,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,9,Yale,Madeline Zimmerman,22.97,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,10,Brown,Jessie Blake-west,23.12,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,11,Brown,Marley Cross,23.15,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,11,Brown,Taylor Seaman,23.15,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,13,Penn,Quinn Scannell,23.26,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,14,Yale,Claire O'Mara,23.27,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,15,Columbia,Kathleen O'Rourke,23.38,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,16,Columbia,Susie Zhu,23.41,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,17,Cornell,Vanessa Ruiz,23.36,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,18,Princeton,Elsa Welshofer,23.38,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,19,Brown,Jenna Zagoren,23.49,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,20,Dartmouth,Sophie Smith,23.57,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,21,Brown,Sarah Cronin,23.70,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,22,Dartmouth,Katherine Cane,23.77,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,23,Cornell,Shoshana Swell,23.78,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,24,Penn,Anderson Myers,23.97,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,1,Harvard,Jerrica Li,22.93,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,2,Brown,Taylor Seaman,23.16,False,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,1,Yale,Isabella Hindley,22.54,True,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,2,Harvard,Mei Colby,22.79,True,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,3,Princeton,Madelyn Veith,22.81,True,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,4,Penn,Biwen Yang,22.89,True,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,5,Brown,Maddie Salesky,22.94,True,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,6,Columbia,Mary Ashby,22.97,True,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,7,Harvard,Ingrid Wall,23.03,True,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,9,Brown,Taylor Seaman,23.14,True,Ivy League Championships (W),2018,"Boston, Ma"
50 Free Women,8,Harvard,Jerrica Li,23.14,True,Ivy League Championships (W),2018,"Boston, Ma"
